date,year,rocket_name,launchpad_name,success,flight_number
2023-09-16 03:38,2023,Falcon 9 Block 5,Space Launch Complex 40,1,341
2023-09-12 06:57,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,342
2023-09-09 03:12,2023,Falcon 9 Block 5,Space Launch Complex 40,1,343
2023-09-04 02:47,2023,Falcon 9 Block 5,Launch Complex 39A,1,344
2023-09-02 14:25,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,345
2023-09-01 02:21,2023,Falcon 9 Block 5,Space Launch Complex 40,1,346
2023-08-27 01:05,2023,Falcon 9 Block 5,Space Launch Complex 40,1,347
2023-08-26 07:27,2023,Falcon 9 Block 5,Launch Complex 39A,1,348
2023-08-22 09:37,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,349
2023-08-17 03:36,2023,Falcon 9 Block 5,Space Launch Complex 40,1,350
2023-08-11 05:17,2023,Falcon 9 Block 5,Space Launch Complex 40,1,351
2023-08-08 03:57,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,352
2023-08-07 02:41,2023,Falcon 9 Block 5,Space Launch Complex 40,1,353
2023-08-03 05:00,2023,Falcon 9 Block 5,Space Launch Complex 40,1,354
2023-07-29 03:04,2023,Falcon Heavy,Launch Complex 39A,1,355
2023-07-28 04:01,2023,Falcon 9 Block 5,Space Launch Complex 40,1,356
2023-07-24 00:50,2023,Falcon 9 Block 5,Space Launch Complex 40,1,357
2023-07-20 04:09,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,358
2023-07-16 03:50,2023,Falcon 9 Block 5,Space Launch Complex 40,1,359
2023-07-10 03:58,2023,Falcon 9 Block 5,Space Launch Complex 40,1,360
2023-07-07 19:29,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,361
2023-07-01 15:12,2023,Falcon 9 Block 5,Space Launch Complex 40,1,362
2023-06-23 15:35,2023,Falcon 9 Block 5,Space Launch Complex 40,1,363
2023-06-22 07:19,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,364
2023-06-18 22:21,2023,Falcon 9 Block 5,Space Launch Complex 40,1,365
2023-06-12 21:35,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,366
2023-06-12 07:10,2023,Falcon 9 Block 5,Space Launch Complex 40,1,367
2023-06-05 15:47,2023,Falcon 9 Block 5,Launch Complex 39A,1,368
2023-06-04 12:20,2023,Falcon 9 Block 5,Space Launch Complex 40,1,369
2023-05-31 06:02,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,370
2023-05-27 04:30,2023,Falcon 9 Block 5,Space Launch Complex 40,1,371
2023-05-21 21:37,2023,Falcon 9 Block 5,Launch Complex 39A,1,372
2023-05-20 13:16,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,373
2023-05-19 06:19,2023,Falcon 9 Block 5,Space Launch Complex 40,1,374
2023-05-14 05:03,2023,Falcon 9 Block 5,Space Launch Complex 40,1,375
2023-05-10 20:09,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,376
2023-05-04 07:31,2023,Falcon 9 Block 5,Space Launch Complex 40,1,377
2023-05-01 00:26,2023,Falcon Heavy,Launch Complex 39A,1,378
2023-04-28 22:12,2023,Falcon 9 Block 5,Space Launch Complex 40,1,379
2023-04-27 13:40,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,380
2023-04-20 13:33,2023,Starship,Orbital Launch Pad 1,0,381
2023-04-19 14:31,2023,Falcon 9 Block 5,Space Launch Complex 40,1,382
2023-04-15 06:47,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,383
2023-04-07 04:30,2023,Falcon 9 Block 5,Space Launch Complex 40,1,384
2023-04-02 14:29,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,385
2023-03-29 20:01,2023,Falcon 9 Block 5,Space Launch Complex 40,1,386
2023-03-24 15:43,2023,Falcon 9 Block 5,Space Launch Complex 40,1,387
2023-03-17 23:38,2023,Falcon 9 Block 5,Space Launch Complex 40,1,388
2023-03-17 19:26,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,389
2023-03-15 00:30,2023,Falcon 9 Block 5,Launch Complex 39A,1,390
2023-03-09 19:13,2023,Falcon 9 Block 5,Space Launch Complex 40,1,391
2023-03-03 18:38,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,392
2023-03-02 05:34,2023,Falcon 9 Block 5,Launch Complex 39A,1,393
2023-02-27 23:13,2023,Falcon 9 Block 5,Space Launch Complex 40,1,394
2023-02-18 03:59,2023,Falcon 9 Block 5,Space Launch Complex 40,1,395
2023-02-17 19:12,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,396
2023-02-12 05:10,2023,Falcon 9 Block 5,Space Launch Complex 40,1,397
2023-02-07 01:32,2023,Falcon 9 Block 5,Space Launch Complex 40,1,398
2023-02-02 07:58,2023,Falcon 9 Block 5,Launch Complex 39A,1,399
2023-01-31 16:15,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,400
2023-01-26 09:32,2023,Falcon 9 Block 5,Space Launch Complex 40,1,401
2023-01-19 15:43,2023,Falcon 9 Block 5,Space Launch Complex 4E,1,402
2023-01-18 12:24,2023,Falcon 9 Block 5,Space Launch Complex 40,1,403
2023-01-15 22:56,2023,Falcon Heavy,Launch Complex 39A,1,404
2023-01-10 04:50,2023,Falcon 9 Block 5,Space Launch Complex 40,1,405
2023-01-03 14:55,2023,Falcon 9 Block 5,Space Launch Complex 40,1,406
2022-12-30 07:38,2022,Falcon 9 Block 5,Space Launch Complex 4E,1,407
2022-12-28 09:34,2022,Falcon 9 Block 5,Space Launch Complex 40,1,408
2022-12-17 21:32,2022,Falcon 9 Block 5,Launch Complex 39A,1,409
2022-12-16 22:48,2022,Falcon 9 Block 5,Space Launch Complex 40,1,410
2022-12-16 11:46,2022,Falcon 9 Block 5,Space Launch Complex 4E,1,411
2022-12-11 07:38,2022,Falcon 9 Block 5,Space Launch Complex 40,1,412
2022-12-08 22:27,2022,Falcon 9 Block 5,Launch Complex 39A,1,413
2022-11-26 19:20,2022,Falcon 9 Block 5,Launch Complex 39A,1,414
2022-11-23 02:57,2022,Falcon 9 Block 5,Space Launch Complex 40,1,415
2022-11-12 16:06,2022,Falcon 9 Block 5,Space Launch Complex 40,1,416
2022-11-03 05:22,2022,Falcon 9 Block 5,Space Launch Complex 40,1,417
2022-11-01 13:41,2022,Falcon Heavy,Launch Complex 39A,1,418
